"Cleaned_Measure","reporter_desc","partner_desc","Total_Net_Wgt"
"Import","Canada","Cayman Isds",16024
"Import","Canada","Belgium",8750
"Import","Chile","Peru",560297
"Import","Chile","Rep. of Korea",108
"Import","Chile","Colombia",0
"Export","China","FS Micronesia",4080
"Export","China","Italy",688500
"Export","China","Costa Rica",16238
"Export","China","State of Palestine",16182
"Export","China","Brunei Darussalam",560
"Export","China","Namibia",13872
"Export","China","Guyana",2448
"Export","China","Iraq",253608
"Export","Colombia","Poland",130560
"Export","Colombia","USA",782287.4
"Import","Colombia","Mexico",2475
"Export","Colombia","Curaçao",104.88
"Import","Dem. Rep. of the Congo","France",16660
"Export","Croatia","Romania",3484.16
"Import","Croatia","Hungary",6821.76
"Import","Croatia","Indonesia",3596.4
"Export","Croatia","Denmark",21.93
"Import","Croatia","Ecuador",188585.2
"Export","Croatia","Canada",1701
"Export","Croatia","Slovakia",24.23
"Import","Croatia","Greece",6021.12
"Export","Croatia","France",287.45
"Import","Cyprus","China",689
"Import","Czechia","Netherlands",2680
"Import","Czechia","Ghana",78457
"Export","Czechia","Ukraine",31186
"Import","Czechia","Greece",3472
"Export","Czechia","Belgium",4.066
"Import","Benin","Thailand",20000
"Import","Denmark","Ecuador",142690
"Import","Denmark","El Salvador",166177
"Import","Denmark","Latvia",4014
"Import","Estonia","Ecuador",48840
"Import","Estonia","Other Europe, nes",222
"Export","Fiji","Thailand",15500
"Export","Fiji","Cook Isds",1660.98
"Import","Fiji","Canada",218.87
"Import","Finland","Ghana",20046
"Import","Finland","Colombia",124899
"Import","Finland","Papua New Guinea",37870
"Export","France","Estonia",2519
"Export","France","Curaçao",785
"Export","France","Bulgaria",230
"Export","France","Vanuatu",243
"Export","France","Congo",8979
"Import","France","Cabo Verde",1
"Export","France","Canada",36120
"Import","France","El Salvador",446397
"Export","France","Equatorial Guinea",1603
"Import","France","Croatia",8
"Export","France","Fiji",4506
"Export","France","Senegal",18913
"Import","France","Solomon Isds",102000
"Export","France","Lebanon",404
"Export","France","Burkina Faso",2208
"Import","Georgia","China",44352
"Import","Georgia","Germany",7881.24
"Import","Germany","Lithuania",13365
"Export","Germany","Türkiye",3473
"Export","Germany","Gambia",1372
"Export","Germany","Nigeria",1375
"Import","Ghana","China",8360
"Import","Ghana","Japan",117.778
"Import","Greece","Mauritius",167
"Export","Greece","Serbia",10538
"Import","Greece","Ireland",120
"Export","Greece","Zambia",829
"Import","Grenada","Trinidad and Tobago",237
"Import","Grenada","Thailand",95976
"Import","Guyana","Trinidad and Tobago",265.2
"Import","China, Hong Kong SAR","USA",2500
"Import","Hungary","Ghana",48790
"Export","Hungary","China, Hong Kong SAR",42
"Import","Hungary","Greece",9855
"Import","Hungary","Maldives",128
"Export","Hungary","Ukraine",2000
"Import","Hungary","Ecuador",79697
"Import","Indonesia","USA",3
"Export","Indonesia","Yemen",58520.4
"Export","Indonesia","Brunei Darussalam",15600
"Export","Indonesia","Albania",20208
"Import","Indonesia","Rep. of Korea",1108
"Export","Indonesia","France",50066
"Export","Indonesia","New Zealand",12211.2
"Export","Indonesia","Kuwait",22563.8
"Import","Indonesia","Thailand",10853
"Export","Indonesia","Egypt",18984
"Export","Indonesia","Somalia",31968
"Import","Ireland","Greece",1290
"Export","Ireland","Singapore",732
"Export","Italy","Morocco",108248
"Export","Italy","Peru",1078
"Import","Italy","Türkiye",393488
"Export","Italy","Egypt",133434
"Export","Italy","New Zealand",6984
"Export","Italy","Uganda",3256
"Export","Japan","Brunei Darussalam",800
"Export","Japan","Mongolia",290
"Import","Kazakhstan","Italy",10515.37
"Import","Jordan","Spain",4973.827
"Import","Jordan","Algeria",28302.896
"Export","Kenya","Bunkers",162.54
"Export","Kenya","Denmark",35
"Import","Kenya","Denmark",35
"Import","Kenya","Panama",36
"Export","Kenya","Panama",36
"Export","Rep. of Korea","Guatemala",686.26
"Export","Rep. of Korea","United Kingdom",6876
"Import","Rep. of Korea","Australia",38.132
"Export","Rep. of Korea","Panama",135
"Export","Rep. of Korea","Samoa",54
"Import","Kuwait","Spain",30179.031
"Import","Kuwait","Rep. of Korea",511.698
"Import","Kuwait","Maldives",492.722
"Export","Kuwait","Saudi Arabia",13171.94
"Import","Kuwait","Saudi Arabia",13171.94
"Import","Kyrgyzstan","China",282
"Import","Latvia","Solomon Isds",76500
"Import","Latvia","Austria",8
"Export","Latvia","Denmark",4014
"Export","Latvia","Serbia",8642
"Import","Latvia","Viet Nam",91661
"Export","Latvia","Poland",6376
"Import","Luxembourg","India",89.04
"Import","Luxembourg","Philippines",158.76
"Import","Luxembourg","Greece",708.56
"Export","Luxembourg","Spain",154.56
"Import","Madagascar","Spain",331
"Import","Malaysia","Singapore",371.57
"Export","Malaysia","Brunei Darussalam",29891.46
"Import","Malta","Germany",7
"Import","Malta","Thailand",45504
"Export","Mauritius","Peru",555936
"Export","Mauritius","Portugal",2430864
"Import","Mexico","China",6079204
"Import","Rep. of Moldova","Israel",16
"Import","Rep. of Moldova","Indonesia",21688
"Import","Montenegro","China",43620.4
"Export","Morocco","Senegal",1.2
"Import","Mozambique","Türkiye",1493
"Import","Mozambique","Japan",4
"Import","Mozambique","Thailand",203411
"Export","Oman","Iraq",20031.715
"Export","Oman","Lebanon",35544.843
"Import","Oman","Bahrain",12.518
"Export","Oman","Iran",1480.658
"Import","Oman","United Kingdom",4733.973
"Import","Oman","China",781095.077
"Import","Namibia","China",39191.4
"Import","Netherlands","Norway",3
"Export","Netherlands","USA",18503
"Import","New Zealand","Sri Lanka",29
"Import","Nicaragua","Viet Nam",2251.85
"Import","Nigeria","United Arab Emirates",6
"Import","Norway","Netherlands",3677
"Import","Norway","Belgium",4488
"Import","Norway","Denmark",122
"Import","Norway","Maldives",301180
"Import","Panama","Peru",161580
"Import","Panama","Mexico",213000
"Export","Panama","Guatemala",12674
"Import","Panama","Ecuador",219357
"Import","Paraguay","Brazil",49324.72
"Export","Philippines","Slovakia",196950.7
"Export","Philippines","Bulgaria",128068.9
"Import","Philippines","Malaysia",1.71
"Export","Philippines","Denmark",24195.706
"Export","Philippines","Slovenia",146053.7
"Export","Philippines","Portugal",199584.817
"Export","Philippines","Bahrain",86534.53
"Export","Philippines","Czechia",346230.602
"Export","Philippines","Kiribati",1468.8
"Import","Poland","Bulgaria",1109
"Export","Poland","Slovenia",4
"Import","Poland","Slovakia",4
"Export","Poland","Denmark",6
"Import","Poland","Latvia",10148
"Import","Poland","Lithuania",31699
"Export","Poland","Ukraine",25445
"Import","Portugal","Philippines",110775
"Export","Portugal","Australia",6978
"Import","Portugal","Mexico",1
"Export","Portugal","Israel",73078
"Import","Portugal","Chile",4
"Export","Portugal","China",5882
"Export","Portugal","Cyprus",34
"Import","Qatar","Iran",7780
"Import","Qatar","Italy",117768.3
"Import","Romania","Portugal",41521
"Import","Romania","Slovenia",602
"Export","Romania","Germany",2476.107
"Export","Romania","Spain",4.207
"Import","Rwanda","Dem. Rep. of the Congo",565.6
"Export","Rwanda","Dem. Rep. of the Congo",230
"Import","Sao Tome and Principe","France",94
"Import","Senegal","Morocco",6266
"Import","Senegal","Spain",44631
"Export","Senegal","France",23040
"Import","Senegal","Belgium",240
"Import","Senegal","Italy",2026
"Import","Serbia","France",11197
"Export","Serbia","Bosnia Herzegovina",116449
"Export","Serbia","Belize",8
"Import","Serbia","Latvia",8642
"Export","Serbia","Viet Nam",16108
"Export","Seychelles","Ireland",1008342.4
"Export","Seychelles","Poland",363854.6
"Import","Seychelles","China",102.385
"Export","Seychelles","Romania",7238320
"Export","India","Maldives",40
"Export","India","Gambia",0
"Export","India","Nepal",4325.781
"Export","India","China, Hong Kong SAR",44100
"Import","Singapore","USA",1031.02
"Import","Singapore","Iran",28.8
"Export","Singapore","India",290
"Import","Singapore","Ireland",78.72
"Export","Singapore","Thailand",1326
"Export","Singapore","Timor-Leste",568.32
"Import","Singapore","Viet Nam",29328
"Import","Slovakia","Rep. of Korea",80
"Import","Slovakia","Ghana",15149
"Import","Slovakia","Latvia",2043
"Export","Slovakia","Ukraine",35653
"Export","Viet Nam","United Kingdom",80126.175
"Export","Viet Nam","Latvia",36454.041
"Export","Viet Nam","Morocco",10273.411
"Export","Viet Nam","Ghana",10201.813
"Export","Viet Nam","New Zealand",80363.935
"Export","Viet Nam","Saudi Arabia",97400.839
"Export","Viet Nam","Czechia",143317.095
"Import","Slovenia","Poland",1638.44
"Import","Slovenia","Greece",1720
"Import","Slovenia","Slovenia",2067.34
"Export","South Africa","Portugal",110
"Import","Zimbabwe","South Africa",1224
"Export","Spain","Brazil",852.48
"Import","Spain","Ireland",2032
"Export","Spain","Malaysia",2349.344
"Export","Spain","Azerbaijan",4517.52
"Export","Spain","Bahrain",2054.88
"Import","Spain","Maldives",39.76
"Import","Spain","Türkiye",394038
"Import","Spain","Bulgaria",24192
"Export","Spain","Jordan",5102.1
"Import","Spain","Slovenia",186.84
"Export","Spain","Philippines",96460.58
"Export","Sweden","Denmark",221.45
"Import","Sweden","Portugal",483000
"Import","Sweden","Iceland",80.762
"Import","Sweden","Viet Nam",249000
"Import","Sweden","Tunisia",22.825
"Import","Sweden","Ecuador",32000
"Import","Switzerland","Colombia",174
"Export","Tunisia","Morocco",59823
"Export","Tunisia","Belgium",18522
"Export","Tunisia","Saudi Arabia",4608
"Export","Tunisia","Rep. of Korea",4518
"Export","Türkiye","Benin",186
"Export","Türkiye","Jordan",5
"Export","Türkiye","Morocco",17
"Export","Türkiye","Niger",220
"Export","Türkiye","Bermuda",28
"Import","Türkiye","Papua New Guinea",22148
"Export","Türkiye","Sierra Leone",1184
"Export","Türkiye","Senegal",6591
"Import","Ukraine","Poland",2147.1
"Import","Ukraine","Czechia",27345.74
"Export","Ukraine","Cyprus",4.44
"Import","Egypt","Greece",11541.312
"Import","United Kingdom","India",3540
"Import","United Kingdom","Viet Nam",135852
"Import","United Kingdom","Madagascar",220296
"Export","United Kingdom","Morocco",46
"Export","USA","Curaçao",58862
"Export","USA","Antigua and Barbuda",20622
"Import","USA","Maldives",87136.718
"Export","USA","Br. Virgin Isds",15494
"Import","Uzbekistan","Iran",40
"Import","Zambia","Lebanon",310
"Import","Zambia","India",6
"Import","Azerbaijan","Russian Federation",272.4
"Import","Azerbaijan","Côte d'Ivoire",655.2
"Import","Azerbaijan","Spain",2335.56
"Import","Azerbaijan","Philippines",1154.4
"Import","Argentina","Spain",39046.54
"Export","Australia","Fiji",4390
"Export","Australia","Cook Isds",8050.38
"Export","Australia","Timor-Leste",176.8
"Export","Austria","Spain",57
"Import","Austria","Belgium",3237
"Import","Bahrain","Japan",12
"Export","Bahrain","Oman",180.375
"Import","Armenia","Côte d'Ivoire",218.5
"Import","Armenia","Tunisia",3572
"Export","Belgium","Cameroon",615.53
"Export","Belgium","Suriname",717.76
"Export","Belgium","Malta",122.18
"Import","Belgium","Ghana",168147.09
"Import","Belgium","Tunisia",7610.95
"Import","Belgium","USA",115.23
"Export","Belgium","Guinea",2443.83
"Export","Belgium","Finland",24.24
"Import","Bosnia Herzegovina","Mauritania",98.37
"Import","Brazil","Portugal",28031
"Export","Brazil","Philippines",47
"Import","Brunei Darussalam","China",500
"Export","Bulgaria","Germany",2062
"Export","Bulgaria","Poland",25754
"Export","Bulgaria","Hungary",5290
"Import","Cambodia","Malaysia",17.5
"Import","Canada","Mauritius",8.91
"Import","Canada","Anguilla",585
"Export","Canada","Cuba",3052
"Import","Canada","Egypt",900
"Import","Canada","Singapore",8
"Import","Canada","Senegal",526
"Import","Canada","United Kingdom",12
"Import","Canada","Curaçao",12274
"Export","Canada","Anguilla",585
"Import","Canada","Saint Vincent and the Grenadines",1475
"Export","Canada","Saint Vincent and the Grenadines",1475
"Export","Canada","Curaçao",12274
"Export","China","Tonga",4080
"Export","China","France",448500
"Export","China","Germany",47633
"Export","China","Marshall Isds",17316
"Export","China","Montenegro",32256
"Export","China","Rep. of Moldova",19100
"Export","China","Kuwait",61528
"Export","China","South Sudan",17973
"Export","Colombia","Venezuela",145849.2
"Export","Croatia","Austria",140.13
"Import","Czechia","Lithuania",2104
"Export","Czechia","Netherlands",1.454
"Export","Czechia","Bulgaria",0.909
"Import","Benin","United Kingdom",23
"Export","Denmark","Hungary",252
"Export","Denmark","Spain",886
"Export","Denmark","United Kingdom",7439
"Export","Denmark","Ireland",5377
"Export","Denmark","Italy",16
"Export","Dominican Rep.","Italy",24
"Import","Fiji","Cook Isds",208.5
"Import","Fiji","China",137593.92
"Import","Finland","Indonesia",47080
"Export","France","Comoros",1223
"Export","France","Benin",257
"Import","France","Senegal",227679
"Export","France","Saudi Arabia",13087.001
"Export","France","USA",628.866
"Export","France","Seychelles",10114
"Export","France","Viet Nam",1018
"Export","France","Nigeria",32
"Export","France","Djibouti",23876
"Export","France","Lao People's Dem. Rep.",121
"Import","French Polynesia","Tunisia",14.48
"Import","Georgia","Other Asia, nes",31648.4
"Import","State of Palestine","China",13883.632
"Import","Germany","Croatia",22141
"Import","Germany","Sierra Leone",7666
"Export","Germany","Cyprus",6028
"Export","Ghana","Slovenia",215813.6
"Import","Ghana","Viet Nam",28680
"Import","Greece","Bulgaria",3843
"Import","Greece","Denmark",2228
"Export","Greece","Israel",7488
"Export","Greece","France",24386
"Import","Grenada","Netherlands",3095
"Import","Guatemala","Panama",3
"Export","Guatemala","Ecuador",909656
"Import","Guyana","Costa Rica",7999.99
"Export","Guyana","Jamaica",160
"Import","China, Hong Kong SAR","Other Asia, nes",480
"Import","China, Hong Kong SAR","Germany",3102
"Import","China, Hong Kong SAR","Australia",8875
"Import","Iceland","Italy",6833
"Import","Ireland","Malaysia",0.409
"Export","Ireland","Netherlands",31343
"Export","Ireland","Spain",152
"Import","Israel","Greece",12071.026
"Export","Italy","Venezuela",3944
"Import","Italy","Madagascar",1333800
"Export","Italy","Jordan",73858
"Export","Italy","Bahrain",31438
"Export","Italy","Iceland",1784
"Export","Italy","Guinea",1452
"Export","Italy","Panama",2432
"Export","Italy","Oman",25966
"Export","Japan","Brazil",26920
"Export","Japan","Spain",12660
"Export","Japan","China, Macao SAR",594
"Export","Japan","Italy",1080
"Export","Japan","China",140
"Import","Kazakhstan","Kyrgyzstan",899
"Import","Jordan","USA",663.362
"Import","Kenya","Iran",36449
"Import","Rep. of Korea","Spain",6052.74
"Import","Rep. of Korea","Bulgaria",540
"Import","Rep. of Korea","Indonesia",861.13
"Export","Rep. of Korea","Vanuatu",9
"Export","Rep. of Korea","Kenya",102
"Export","Rep. of Korea","Brunei Darussalam",651.63
"Import","Kuwait","United Kingdom",870.736
"Import","Kuwait","Morocco",49.188
"Import","Kuwait","Côte d'Ivoire",64.323
"Export","Latvia","Turkmenistan",666
"Import","Latvia","Seychelles",42187
"Import","Latvia","Finland",21
"Export","Latvia","Mongolia",320
"Export","Latvia","Georgia",4938
"Export","Lithuania","United Kingdom",252
"Import","Lithuania","Estonia",20
"Import","Lithuania","Belgium",19
"Import","Luxembourg","Sri Lanka",24
"Import","Luxembourg","Mauritius",36
"Import","Luxembourg","Sweden",10
"Export","Madagascar","Spain",1441584
"Export","Madagascar","United Kingdom",186120
"Import","Madagascar","Thailand",19536
"Import","Malaysia","USA",689.7
"Export","Malaysia","China, Hong Kong SAR",2782.65
"Export","Malaysia","Oman",782.1
"Import","Malta","Türkiye",310
"Export","Rep. of Moldova","Ukraine",5116
"Import","Rep. of Moldova","Norway",444
"Import","Montenegro","Mauritius",2273.28
"Import","Montserrat","Canada",373
"Import","Morocco","Seychelles",322.56
"Import","Oman","Somalia",2336.442
"Import","Namibia","Angola",144.8
"Export","Namibia","Angola",147.52
"Import","Netherlands","Malta",175.01
"Import","Netherlands","El Salvador",16251
"Import","Netherlands","Qatar",5
"Import","Netherlands","Tunisia",1
"Import","New Zealand","Germany",16
"Import","New Zealand","Indonesia",25493
"Import","New Zealand","Solomon Isds",37507
"Import","New Zealand","Canada",15042
"Import","Nicaragua","Panama",40.2
"Export","Panama","USA",136751
"Import","Paraguay","China",48384
"Export","Philippines","Cayman Isds",6896.806
"Export","Philippines","Egypt",245235.891
"Import","Philippines","Italy",50263.62
"Import","Philippines","Netherlands",39780
"Import","Philippines","United Kingdom",40977.13
"Export","Philippines","Oman",24071.992
"Export","Philippines","American Samoa",97.374
"Export","Poland","Spain",1138
"Export","Poland","Greece",758
"Export","Portugal","Cuba",172
"Export","Portugal","Bunkers",3830
"Export","Portugal","Bermuda",306
"Import","Portugal","Seychelles",656
"Export","Romania","Cyprus",0.454
"Import","Romania","Indonesia",29184
"Import","Rwanda","United Arab Emirates",1283
"Import","Senegal","Türkiye",9500
"Import","Senegal","Lebanon",6172
"Import","Serbia","Türkiye",34847
"Export","Seychelles","Türkiye",84250.8
"Export","India","Yemen",49920
"Import","Singapore","Papua New Guinea",8.25
"Export","Singapore","Myanmar",5895
"Import","Slovakia","United Kingdom",4
"Import","Slovakia","Viet Nam",31968
"Export","Viet Nam","Poland",241405.786
"Export","Viet Nam","Ukraine",20712.523
"Export","Viet Nam","China",12120.252
"Export","Viet Nam","Spain",1892853.301
"Export","Viet Nam","Côte d'Ivoire",33400.349
"Export","Viet Nam","Kuwait",38517.213
"Import","Slovenia","United Kingdom",114.432
"Import","South Africa","United Arab Emirates",3936.72
"Import","South Africa","Saudi Arabia",0.1
"Import","South Africa","United Kingdom",157.5
"Import","South Africa","Italy",24607.15
"Import","South Africa","Namibia",99.23
"Import","Zimbabwe","Mauritius",29376
"Import","Spain","Seychelles",1468
"Import","Spain","Croatia",429.6
"Import","Spain","Dominican Rep.",44063
"Import","Spain","Latvia",875.52
"Export","Spain","New Zealand",147.84
"Import","Spain","Poland",4214.6
"Export","Spain","Niger",2040
"Export","Spain","Venezuela",8564.64
"Export","Spain","Peru",1809.616
"Export","Spain","Qatar",2232.48
"Export","Spain","United Rep. of Tanzania",438.24
"Export","Spain","Gambia",1145.28
"Export","Sweden","Belgium",25000
"Import","Sweden","Papua New Guinea",368000
"Import","Switzerland","Ireland",4
"Import","Switzerland","Türkiye",77
"Export","Tunisia","Areas, nes",37968
"Import","Tunisia","Jordan",63360
"Export","Türkiye","Serbia",34848
"Export","Türkiye","India",18
"Export","Türkiye","Iraq",317852
"Export","Türkiye","Djibouti",52
"Export","Türkiye","Latvia",5
"Export","Türkiye","Egypt",33
"Export","Türkiye","Dem. Rep. of the Congo",257
"Export","Türkiye","Croatia",15702
"Export","Türkiye","Cameroon",58
"Import","Türkiye","Ecuador",1501
"Export","Türkiye","Nigeria",9
"Export","Türkiye","Romania",42003
"Import","Türkiye","Thailand",14695
"Export","Türkiye","Switzerland",65
"Export","Türkiye","Sudan",214
"Export","Türkiye","Ukraine",259571
"Import","Türkiye","Libya",1610
"Export","North Macedonia","Montenegro",32177
"Import","North Macedonia","Spain",14667
"Import","Egypt","China",174896.022
"Export","United Kingdom","Mauritius",110564.43
"Import","United Kingdom","Australia",108
"Export","United Kingdom","Equatorial Guinea",876
"Import","United Kingdom","Denmark",152398
"Import","United Kingdom","Austria",118
"Export","United Kingdom","Kyrgyzstan",3040
"Export","United Kingdom","Switzerland",3608
"Import","United Kingdom","El Salvador",83780
"Import","United Rep. of Tanzania","Spain",5.51
"Export","USA","Guyana",21834
"Import","USA","Greece",42530.266
"Import","USA","Tunisia",32200.686
"Export","USA","Colombia",172566
"Import","Uzbekistan","Latvia",23620.8
"Import","Uzbekistan","Philippines",1520
"Import","Uzbekistan","Indonesia",92160
"Import","Zambia","United Arab Emirates",350
"Import","Andorra","Portugal",181.92
"Import","Angola","Morocco",48000
"Import","Angola","Indonesia",38362.4
"Import","Angola","Ecuador",168218
"Export","Azerbaijan","Canada",172.8
"Import","Australia","Malaysia",108
"Export","Australia","China",188.72
"Import","Austria","Ghana",121106
"Export","Austria","USA",81
"Import","Armenia","France",24.28
"Import","Belgium","Bulgaria",220.62
"Export","Belgium","Sierra Leone",4.4
"Import","Bosnia Herzegovina","Portugal",108
"Import","Botswana","Spain",5.35
"Export","Brazil","France",38
"Export","Brazil","Germany",18
"Export","Bulgaria","Areas, nes",98
"Export","Bulgaria","Sweden",11550
"Import","Cambodia","China",4560
"Import","Canada","Barbados",8
"Import","Canada","Dominica",95
"Export","Canada","Costa Rica",21802
"Import","Canada","Croatia",4336
"Export","Canada","Dominica",95
"Import","Chile","Areas, nes",4.48
"Export","China","Cabo Verde",280500
"Export","China","Bahamas",49700
"Import","Dem. Rep. of the Congo","Mexico",134
"Export","Croatia","Switzerland",496.8
"Import","Croatia","Türkiye",15694.1
"Export","Croatia","Hungary",292
"Import","Croatia","Poland",83833.58
"Export","Czechia","Sweden",0.774
"Import","Czechia","El Salvador",43638
"Import","Denmark","Croatia",38
"Export","Denmark","Luxembourg",559
"Import","Denmark","Iceland",1
"Import","Denmark","Romania",15
"Export","Denmark","Romania",114
"Import","Denmark","Belgium",8
"Export","Dominican Rep.","Switzerland",109.96
"Export","Dominican Rep.","Haiti",10983.613
"Import","Dominican Rep.","South Africa",744
"Import","Fiji","New Zealand",3374.6
"Export","France","Finland",102
"Import","France","Greece",24080
"Export","France","Cameroon",306
"Export","France","Latvia",188
"Export","France","Norway",43
"Export","France","Togo",3457
"Export","France","Morocco",17202
"Import","French Polynesia","India",3
"Import","French Polynesia","Belgium",45.6
"Import","French Polynesia","Switzerland",39
"Import","French Polynesia","Norway",3.36
"Import","Georgia","Türkiye",68846
"Export","Germany","Montenegro",2455
"Import","Ghana","United Arab Emirates",8
"Export","Greece","United Kingdom",3584
"Export","Greece","Estonia",27
"Import","Grenada","France",5
"Import","Grenada","Italy",113
"Import","Guatemala","Israel",57
"Import","Guatemala","Italy",115
"Import","Guyana","Other Asia, nes",13632
"Import","Guyana","China",9548
"Import","Hungary","Bulgaria",2620.8
"Export","Iceland","France",3870
"Export","Ireland","Areas, nes",9
"Import","Italy","Australia",2566
"Export","Italy","Kyrgyzstan",800
"Export","Italy","Malaysia",254
"Export","Italy","Special Categories",2996
"Export","Italy","Sudan",436
"Export","Italy","Other Europe, nes",48
"Import","Italy","Croatia",24696
"Export","Italy","Bolivia (Plurinational State of)",304
"Export","Japan","Bangladesh",70
"Export","Japan","Argentina",114
"Export","Japan","New Zealand",126
"Import","Kazakhstan","Thailand",9875.04
"Import","Jordan","United Arab Emirates",8427.44
"Import","Jordan","Italy",128992.558
"Import","Kenya","Tunisia",6168.99
"Export","Rep. of Korea","South Africa",372
"Export","Rep. of Korea","N. Mariana Isds",300
"Import","Kuwait","France",1141.146
"Export","Latvia","United Kingdom",206
"Export","Latvia","Netherlands",10741
"Export","Latvia","USA",102
"Import","Lithuania","Philippines",32687.28
"Export","Lithuania","Ireland",630.37
"Import","Lithuania","Viet Nam",38706.7
"Import","Luxembourg","Malaysia",9.36
"Export","Luxembourg","Azerbaijan",4
"Import","China, Macao SAR","Spain",190
"Import","Malta","Spain",33665
"Import","Mauritius","Morocco",1804
"Import","Mauritius","Ecuador",93
"Import","Rep. of Moldova","Germany",524
"Import","Montenegro","Greece",9.92
"Import","Montenegro","Philippines",2455
"Export","Morocco","Netherlands",1.1
"Import","Morocco","El Salvador",432
"Import","Morocco","Viet Nam",16524
"Import","Morocco","Ecuador",1848
"Export","Mozambique","United Kingdom",136
"Export","Mozambique","Cyprus",84
"Import","Oman","Malaysia",71475.787
"Import","Oman","Italy",33757.225
"Import","Namibia","Italy",6.84
"Export","Namibia","Zambia",1553.82
"Import","Namibia","Zambia",1553.82
"Export","Netherlands","Mali",105
"Import","New Zealand","Faeroe Isds",360
"Export","New Zealand","Fiji",6973
"Import","Norway","France",19
"Export","Panama","Colombia",28977
"Export","Philippines","Palau",3000
"Export","Philippines","China, Macao SAR",4279
"Export","Philippines","Aruba",54144
"Import","Poland","Papua New Guinea",26111
"Export","Poland","Croatia",68254
"Export","Poland","Türkiye",2
"Export","Portugal","Thailand",4
"Import","Portugal","Brazil",1
"Export","Romania","Poland",3961
"Export","Romania","Denmark",9
"Import","Romania","Mauritius",42777.6
"Export","Romania","Belgium",4
"Import","Seychelles","United Kingdom",3.48
"Import","Seychelles","Australia",25.25
"Import","Seychelles","Switzerland",41.35
"Import","Singapore","Ghana",96
"Export","Viet Nam","Algeria",35531.07
"Export","Viet Nam","Venezuela",52778.578
"Export","Viet Nam","Angola",40483.009
"Export","Slovenia","Netherlands",215.04
"Import","Slovenia","Seychelles",15.36
"Import","South Africa","Areas, nes",0.1
"Import","South Africa","Maldives",14532.8
"Export","Spain","Honduras",79.92
"Import","Spain","Lithuania",15.36
"Export","Spain","China, Macao SAR",6912
"Export","Spain","Jamaica",1105.92
"Export","Sweden","Iceland",40.486
"Import","Sweden","Bulgaria",6000
"Import","Switzerland","Croatia",497
"Import","Switzerland","Peru",166
"Import","Switzerland","Chile",306
"Import","Tunisia","China",51000
"Export","Tunisia","United Arab Emirates",2553
"Import","Tunisia","Indonesia",27000
"Export","Türkiye","Togo",31
"Import","Türkiye","Iran",23500
"Export","Türkiye","Thailand",6
"Export","Türkiye","Ghana",672
"Export","Türkiye","Canada",2
"Import","Ukraine","China",38023.68
"Import","Ukraine","Lithuania",2058.24
"Export","North Macedonia","Ukraine",2938
"Export","United Kingdom","Denmark",3978
"Export","United Kingdom","Bulgaria",0
"Export","United Kingdom","Antigua and Barbuda",768
"Import","United Kingdom","Belgium",4884
"Export","United Kingdom","Thailand",8
"Import","United Kingdom","Poland",392
"Export","United Kingdom","Czechia",6476
"Export","United Kingdom","Lebanon",568
"Export","United Kingdom","Sweden",1392
"Import","United Kingdom","China",3704
"Export","USA","Sweden",457
"Import","USA","United Kingdom",731
"Export","USA","Egypt",26576
"Export","USA","Spain",640
"Export","USA","United Kingdom",731
"Import","USA","South Africa",1747.911
"Import","USA","France",1327.713
"Import","USA","Sweden",457
"Export","Uruguay","Brazil",23965.96
"Import","Angola","USA",60.53
"Export","Angola","Iceland",40
"Import","Bahrain","Maldives",18.204
"Export","Belgium","Ethiopia",28.8
"Import","Belgium","Sweden",58361.85
"Export","Belgium","Niger",2291.5
"Import","Bermuda","Netherlands",96
"Export","Brazil","Saint Vincent and the Grenadines",16
"Export","Brazil","Curaçao",41633
"Import","Belize","Jamaica",4864.14
"Import","Brunei Darussalam","Germany",672
"Import","Canada","Germany",6
"Import","Canada","Colombia",4
"Import","Canada","Maldives",35280
"Export","Canada","Grenada",7835
"Export","Canada","Guyana",8338
"Import","Canada","Guyana",8338
"Import","Canada","Grenada",7835
"Export","China","Kazakhstan",14208
"Export","China","Canada",34968
"Export","China","Liberia",1632
"Import","Colombia","Italy",686.41
"Export","Colombia","Estonia",17760
"Import","Colombia","Areas, nes",21120
"Import","Croatia","Portugal",3611.56
"Import","Croatia","Ghana",17033
"Import","Czechia","Argentina",127512
"Import","Benin","Togo",19400
"Import","Benin","Türkiye",100
"Import","Benin","Italy",106.3
"Import","Denmark","Türkiye",30917
"Import","Denmark","Philippines",36131
"Export","Denmark","Belgium",258
"Export","Denmark","Estonia",363
"Export","Denmark","Poland",7
"Export","Denmark","Slovakia",48
"Import","Estonia","Poland",73.44
"Export","France","Haiti",641
"Export","France","Singapore",10
"Export","France","Ghana",33471
"Export","France","Ukraine",4782
"Import","French Polynesia","Morocco",405.6
"Import","French Polynesia","USA",131.676
"Import","French Polynesia","Madagascar",12.48
"Export","Germany","Benin",1705
"Import","Germany","Costa Rica",13819
"Import","Ghana","Argentina",80.64
"Export","Ghana","Afghanistan",39.5
"Export","Ghana","Switzerland",102643.2
"Import","Ghana","Rep. of Korea",230.4
"Import","Ghana","Areas, nes",2438
"Export","Greece","United Arab Emirates",6220
"Import","Greece","Hungary",58
"Export","Greece","Norway",1590
"Export","Greece","Slovakia",1720
"Export","Guatemala","Peru",53199
"Import","Guyana","Brazil",20000
"Import","Guyana","Jamaica",4649.61
